datetime,experiment,simulation time,op started,fault is active,safety violated,crashed,speed,steer,throttle,brake,factor,brake delay,init distance,safe distance
2022-12-15 10:25:03,1,96.94,True,False,False,False,4.782,0.001,0.0,0.071,15.815,108.958,30.0,5.0
2022-12-15 10:25:03,1,96.99,True,False,False,False,4.937,0.001,0.0,0.086,15.815,108.958,30.0,5.0
2022-12-15 10:25:03,1,97.04,True,False,False,False,4.861,0.001,0.0,0.097,15.815,108.958,30.0,5.0
2022-12-15 10:25:03,1,97.09,True,False,False,False,4.873,0.001,0.0,0.09,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.14,True,False,False,False,4.708,0.001,0.0,0.071,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.19,True,False,False,False,4.681,0.001,0.0,0.039,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.24,True,False,False,False,4.498,0.001,0.0,0.007,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.29,True,False,False,False,4.476,0.001,0.161,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.34,True,False,False,False,4.305,0.001,0.284,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.39,True,False,False,False,4.327,0.001,0.445,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.44,True,False,False,False,4.242,0.001,0.577,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.49,True,False,False,False,4.373,0.001,0.682,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.54,True,False,False,False,4.426,0.001,0.755,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.59,True,False,False,False,4.684,0.001,0.795,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.64,True,False,False,False,4.878,0.001,0.788,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.69,True,False,False,False,5.22,0.002,0.755,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.74,True,False,False,False,5.46,0.001,0.688,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:04,1,97.79,True,False,False,False,5.813,0.002,0.622,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,97.84,True,False,False,False,6.04,0.002,0.543,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,97.89,True,False,False,False,6.334,0.002,0.468,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,97.94,True,False,False,False,6.496,0.002,0.406,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,97.99,True,False,False,False,6.708,0.002,0.371,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.04,True,False,False,False,6.797,0.002,0.352,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.09,True,False,False,False,6.943,0.002,0.346,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.14,True,False,False,False,6.985,0.002,0.353,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.19,True,False,False,False,7.097,0.002,0.396,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.24,True,False,False,False,7.128,0.002,0.431,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.29,True,False,False,False,7.244,0.002,0.488,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.34,True,False,False,False,7.301,0.002,0.514,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.39,True,False,False,False,7.448,0.002,0.559,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:05,1,98.44,True,False,False,False,7.548,0.002,0.57,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.49,True,False,False,False,7.727,0.002,0.599,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.54,True,False,False,False,7.864,0.002,0.6,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.59,True,False,False,False,8.065,0.002,0.596,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.64,True,False,False,False,8.227,0.002,0.577,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.69,True,False,False,False,8.428,0.002,0.557,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.74,True,False,False,False,8.591,0.002,0.539,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.79,True,False,False,False,8.77,0.002,0.515,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.84,True,False,False,False,8.916,0.002,0.494,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.89,True,False,False,False,9.06,0.002,0.474,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.94,True,False,False,False,9.183,0.002,0.458,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,98.99,True,False,False,False,9.302,0.002,0.462,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,99.04,True,False,False,False,9.404,0.002,0.452,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,99.09,True,False,False,False,9.507,0.002,0.453,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:06,1,99.14,True,False,False,False,9.597,0.002,0.469,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:07,1,99.19,True,False,False,False,9.693,0.001,0.456,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:07,1,99.24,True,False,False,False,9.782,0.001,0.478,0.0,15.815,108.958,30.0,5.0
2022-12-15 10:25:07,1,99.29,True,False,False,False,9.877,0.001,0.471,0.0,15.815,108.958,30.0,5.0
